"","score","text"
"4384",0,"lunch trio"
"4385",0,"looks lid add sugar looking rest drink"
"4386",1,"happy heading plan buy stranger loves"
"4387",-2,"what service bad beverage unacceptable cost"
"4388",0,"tis season"
"4389",1,"peppermint white mochas snowflakes melting tip nose heavenly"
"4390",-3,"constantly literally worshiping satan and heart sin chaos wrong wanna rig"
"4391",0,""
"4392",0,"name mabel"
"4393",1,"happy hour golden who misses"
"4394",0,"stop"
"4395",2,"buy get free day visit daughter little monkeys she happy"
"4396",0,"check travel tumbler red snowflakes holiday via"
"4397",0,"buy"
"4398",3,"hee hee hee looking like shhhht maybe the talent boy got that mop trimmed could get work"
"4399",0,"grab morning catch its entertainment"
"4400",0,"gift stranger welcome world living"
"4401",0,"those trump hannity supporters lead boring lives they boycott"
"4402",-1,"check new cold traveler mug tumbler cup box via"
"4403",0,"from day bogo cake pops holiday beverages"
"4404",2,"happy monday accounting ready day"
"4405",0,"christmas time"
"4406",0,"they designed"
"4407",2,"good morning enjoying mug bought honolulu"
"4408",2,"white fans are going love newest holiday drink"
"4409",0,"moved rise teen suicides mother organizes community http"
"4410",0,"might try toasted white semen mocha"
"4411",2,"hot takes ready"
"4412",-1,"crazy peppermint bark snowflakes"
"4413",2,"hot takes ready"
"4414",0,"don forget morning south first street nob hill https"
"4415",0,"secret pumpkin caramel macchiato about via"
"4416",-1,"check new cold traveler mug tumbler cup box via"
"4417",0,"monday meeting come morning"
"4418",1,"line extends entrance africa minutes extra magic hours"
"4419",3,"awesome already boycotting the easy sincerely thanks info saved"
"4420",0,"black sugarless"
"4421",1,"awesome morning never stop ronald reagan"
"4422",0,"bestie buying"
"4423",0,"does mean christmas"
"4424",2,"got favorite heels happy monday"
"4425",0,"making world merrier"
"4426",0,"grande"
"4427",0,"heres how much costs around globe via"
"4428",0,"celbra really"
"4429",-1,"speaking unnecessary sometimes just"
"4430",0,"thanks homie"
"4431",-1,"pumpkin spice latte gets the hype but are big hope via"
"4432",-2,"chunky stuff drink crazy"
"4433",0,"options theres"
"4434",0,"asgard branch"
"4435",1,"happy bday besties ily sooo thx laugh ily"
"4436",0,"its absolute favorite conservatives boycott companies purchasing products"
"4437",2,"listen incredible fast fetti fee future"
"4438",0,"don forget morning south first street nob hill https"
"4439",0,"don forget morning south first street nob hill"
"4440",0,"its absolute favorite conservatives boycott companies purchasing products"
"4441",2,"happy monday perfect start day phoenix"
"4442",0,"stop stop you ruining don joy"
"4443",0,"giving"
"4444",2,"caffeine free all boycotting brilliant tactic sleep thru elect"
"4445",0,"got maple pecan latte"
"4446",0,"can espresso maker"
"4447",0,"but drinking"
"4448",0,"whats pumpkin spice season peppermint mocha season"
"4449",0,"selling tazo"
"4450",1,"three mix major outdoor remodeling protective off"
"4451",0,"its monday make treating week"
"4452",-1,"addicted snowman cookies"
"4453",0,"register november ends open"
"4454",0,"the complete guide caffeine via"
"4455",1,"thank friend mao"
"4456",1,"fun fact there money loaded cards"
"4457",-1,"crazy collector"
"4458",2,"good morning enjoying mug bought honolulu"
"4459",0,"planner arden hahaha gamitan uyab haha"
"4460",0,"study energy levels optimum"
"4461",0,"haha you conservatives better hope idiots"
"4462",0,"writing nanowrimo yummy productivity"
"4463",1,"last day bogo getting ready final rush"
"4464",1,"type beat sabermozes rap hiphop mellow instrumental via"
"4465",1,"don forget supposed boycotting enjoy"
"4466",0,"abasto shopping"
"4467",1,"best panini"
"4468",3,"stop motion popular fortune candy wendys fast food"
"4469",2,"cure hot peppermint mocha"
"4470",0,"selling tazo"
"4471",3,"stop motion popular fortune candy wendys fast food"
"4472",0,"selling tazo"
"4473",1,"awesome tournament leyland"
"4474",-1,"hysterical"
"4475",0,"haven spent penny forgot america never looked companies"
"4476",0,"the boycott perfectly timed the christmas blend"
"4477",0,"thanks jenna tired brain body appreciate treat"
"4478",0,"add twitter"
"4479",0,"just mug"
"4480",0,"hangout"
"4481",-1,"hysterical"
"4482",-1,"mean spend money being conservative times confusi"
"4483",1,"favor drinker toasted white chocolate mocha caught"
"4484",-2,"liar pedophile apologist run"
"4485",1,"home station every day love and those boycotting probably don"
"4486",0,"drink orders from that will make you ask are these customers okay"
"4487",2,"hot takes ready"
"4488",1,"hurry drop adverts appreciate missing getting"
"4489",2,"little community right blankets little drive thru hour right"
"4490",2,"caffeine free all boycotting brilliant tactic sleep thru election"
"4491",0,"new bakery store people"
"4492",0,"unilever acquires tea"
"4493",1,"last day extraordinary experience"
"4494",0,"just minutesssss sike grrrinnddddddd"
"4495",0,"nbd just rep woke"
"4496",0,"matter days happened"
"4497",-1,"chunks drink this shaken served cold directed"
"4498",1,"nov thank you appreciation"
"4499",2,"brooke happy bday ily glad team"
"4500",1,"enjoy spirit"
"4501",1,"nov thank you appreciation"
"4502",0,"the list growing household etc etc"
"4503",2,"brooke happy bday ily glad team"
"4504",0,"that default"
"4505",0,"how days till thanksgiving food"
"4506",0,"line traffic downtown where"
"4507",0,"happy bday brooke ilysm thx mems gonna miss playing"
"4508",-1,"check new cold traveler mug tumbler cup box via"
"4509",-1,"word latte protest paying taxes"
"4510",1,"totally worth late"
"4511",0,""
"4512",1,"vibes love"
"4513",1,"check white classic look ceramic mermaid logo tea mug cup via"
"4514",0,"moms pick triple shot venti pikes body shot reminding late"
"4515",-1,"check tall white ceramic matte mug cup collectors via"
"4516",0,"happy bday brooke ilysm thx mems gonna miss playing"
"4517",0,"wide grande aged silver mustard yellow metallic mug via"
"4518",1,"hot chocolates suck compared costa stop using syrup disservice perfect hot"
"4519",2,"good morning enjoying mug bought honolulu"
"4520",1,"grand open lets"
"4521",2,"good morning enjoying mug bought honolulu"
"4522",1,"quarter fun infographic"
"4523",0,"one companies understand just product sell require"
"4524",2,"good morning enjoying mug bought honolulu"
"4525",1,"enjoying lady"
"4526",2,"good morning enjoying mug bought honolulu"
"4527",2,"this guy hot chocolate hot"
"4528",1,"sources confirm blindly support one overpr"
"4529",0,"monday"
"4530",-1,"were people pissed laughing people outrage becom"
"4531",0,"one companies understand just product sell"
"4532",0,"deed day paid someones"
"4533",0,"stop clay terrace nov share spirit buy drink"
"4534",1,"pleasure time"
"4535",-1,"sad makes official triple venti mocha raised decrea"
"4536",-1,"yes boycott buy verismo instead"
"4537",0,"today day buy share spread"
"4538",0,"toasted white chocolate mocha canada"
"4539",0,"the origin logo similarity logo head"
"4540",0,"additions bear collections"
"4541",0,"too busy tweetin tumbler remember bring"
"4542",1,"loving red"
"4543",1,"loved"
"4544",-1,"check new cath kidston stacking mug cup icons pink japan limited design"
"4545",1,"grand open lets"
"4546",1,"grand open lets"
"4547",1,"offers strong growth sbux"
"4548",1,"offers strong growth sbux"
"4549",1,"grand open lets"
"4550",0,"tea flow"
"4551",0,"adderall doubleshot"
"4552",0,"imagine inside machines looks"
"4553",0,"consider write poem"
"4554",0,"beer can chicken steamed crab pumpkin spice https"
"4555",0,"cold mornings hot lattes marland november"
"4556",-1,"cold wake"
"4557",0,"millions people bins truth theyre recycled"
"4558",0,"norcross"
"4559",-2,"things wing snowflakes boycott things boycott"
"4560",0,"meanwhile"
"4561",1,"good god barista but gay"
"4562",0,"stores gathering rid homelessness theyre stores matter"
"4563",0,"how start morning cuban giving thanks"
"4564",0,"chestnut praline latte"
"4565",-2,"things wing snowflakes boycott things boycott"
"4566",1,"open today welcome back"
"4567",-2,"things wing snowflakes boycott things boycott"
"4568",0,"hey mine"
"4569",2,"tick tock merry clock welcoming cups merry"
"4570",-2,"woke crushed they killed snowman"
"4571",1,"little treat tall skimmed iced latte sugar free caramel syrup syns"
"4572",0,"when woke mother bhakti"
"4573",2,"good morning enjoy day time"
"4574",-2,"inc sbux stock shares buckle after earnings miss"
"4575",0,"hey ive adult drink then find"
"4576",-1,"the lost spy lost intrigue"
"4577",1,"sells ceramic mugs that keep your beverage right temperature"
"4578",1,"line extends entrance africa minutes extra magic hour"
"4579",0,"coming this week check shop don see the listing jus"
"4580",0,"gift cards usa regular mail only price"
"4581",0,"morning peppermint mocha peppermint say"
"4582",1,"feeling cozy"
"4583",1,"give good"
"4584",0,"toffe nut latte"
"4585",1,"thats cute trying convo"
"4586",0,"imagine share holders companies pissed"
"4587",0,"imagine share holders companies pissed"
"4588",0,"winter coat what else"
"4589",0,"south holland"
"4590",0,"century city mall"
"4591",1,"great start monday"
"4592",0,"morning"
"4593",0,"hey mine"
"4594",0,"hey mine"
"4595",-1,"check new cath kidston stacking mug cup icons pink japan limited design via"
"4596",0,"florida coming see soon"
"4597",0,"heres how much latte costs around globe the looked prices"
"4598",0,"this getting habit"
"4599",0,""
"4600",0,"asgard branch"
"4601",1,"toffee nut latte fave"
"4602",0,"the boycott perfectly timed the christmas blend"
"4603",0,"christmas tree peppermint frap sexiest"
"4604",1,"favor movement runs christmas blend quickly"
"4605",0,"hey visit join rewards program referral code trne join"
"4606",0,""
"4607",0,"too monday pumpkin spice latte time"
"4608",0,"new hat day"
"4609",0,"every business fucked chancellor vat bollocks aft"
"4610",-1,"finally keurig trash got christmas present"
"4611",0,"shout out folks"
"4612",0,"hey mine"
"4613",2,"good morning its day great week the"
"4614",1,"heading take free magazine digital"
"4615",0,"wish price"
"4616",-1,"throat slightly swollen what drink call"
"4617",0,"get groupon"
"4618",0,"hey mine"
"4619",-1,"can you draw logo without cheating probably not"
"4620",0,"now news wake thanks"
"4621",0,"treats let taste"
"4622",-1,"christmas tree peppermint dark mocha cookies chocolate cranberry"
"4623",0,"the complete guide caffeine via"
"4624",1,"hot chocolate choice flavoured syrups heat"
"4625",0,"christmas season night half decaf half regular"
"4626",0,"white hot chocolate trick"
"4627",0,"another day"
"4628",-1,"tried drawing pixie challenging compared bigger ones"
"4629",0,""
"4630",1,"keeping warm"
"4631",2,"favour drink miracle actually"
"4632",0,"hope documentary youtube chann"
"4633",1,"good morning lee monday day weekend"
"4634",0,"drinks amount sugar seven doughnuts"
"4635",1,"drops online store boost person experience"
"4636",1,"welcome baby"
"4637",-1,"two companies sold joe break heart buy thier"
"4638",0,"its monday make treating week"
"4639",1,"good morning moscow red square"
"4640",0,""
"4641",0,"christmas packaging"
"4642",0,"its beginning feel bit christmas"
"4643",0,"fudge sweet nuts"
"4644",0,"spell name"
"4645",0,"japan tourist attractions read"
"4646",-1,"its fucking people machines"
"4647",0,"stores purposefully round tables instead square rectangular ones"
"4648",2,"definitely feeling love happy friday all"
"4649",0,"papajohns"
"4650",0,"size microwave"
"4651",-1,"noes barista sneer"
"4652",0,"reminds ppl buying throwing uhm"
"4653",-1,"break"
"4654",2,"ketchup extra hot sauce sweet pastry"
"4655",0,"out game hunt need"
"4656",0,"thanks team"
"4657",1,"you stuff dew suits just fine"
"4658",0,"nov today venti eggnog latte going cold delicious"
"4659",0,"water essential"
"4660",0,"matter busy time knowledge"
"4661",0,"candid"
"4662",0,"received christmas gift"
"4663",0,"did notice socks match apron"
"4664",0,""
"4665",0,"toffee nut latte huge whipped cream"
"4666",-1,"don forget boycott"
"4667",0,""
"4668",0,"today matthew stue ill try speak tomorrow"
"4669",1,"you stuff dew suits just fine"
"4670",1,"you stuff dew suits just fine"
"4671",0,"monday madness buy get free info lengkap"
"4672",-1,"offended laughing ignorance sipping freshly brewed"
"4673",0,"christmas light switch has been confirmed for november what more will you need"
"4674",0,"are targets outlets"
"4675",5,"little favor little favor appreciated little favor remembered little favor paid forward start"
"4676",0,"monday begins"
"4677",0,"time garimpeiro birdynio"
"4678",0,"relax"
"4679",-1,"level service roadside stop near gone downhill rapidly"
"4680",0,""
"4681",0,"your drink eating doughnuts study via"
"4682",1,"nice god fearing bigot hands tract"
"4683",0,"red green satanic run"
"4684",0,"tea sales inside locations growing double digits annually"
"4685",1,"did forestville buy drink share equal lesser value free"
